title,transcript,likes,comments,views,duration_sec,total_claims,false_claims,label
video,"Trauma causes ADHD. Not in all cases, but a subset of cases are caused by trauma. Now there's a caveat here. ADHD is not purely genetic and it's not purely environmental. It's epigenetic, which means it's genetic potentiation coupled with environmental stressors that activate it. The most common, but not the only, environmental form of activation is trauma. To do a deep dive with me on this, go check out my Substack article, The Trauma Genesis of ADHD, in which I detail all of this with research citations and provide diagrams like this, showing how daily trauma disrupts dopamine signaling and sets up a brain already vulnerable to develop ADHD that without trauma would have never exhibited ADHD symptoms to a clinical or diagnosable level. In this particular diagram, it's one on how hyperarousal can activate hyperactive ADHD. ADHD often reflects a brain that does not generate enough dopamine at rest. Dopamine helps us to know what to look at and pay attention to. Both pleasure and threat spike our dopamine because they signal things our brain needs to prioritize and examine this friend or foe. With dopamine spikes caused by pleasure or threats, we need a healthy rhythm. Moments of high arousal when the threat enters our life and moments of normal or under arousal once that threat is gone. It's this contrast that allows our dopaminergic system to work appropriately. But chronic trauma, bullying, identity shame, masking for neurodivergence, abuse or neglect, keeps our nervous system in high alert. And when it's stuck in high alert, our nervous system is flooded with adrenaline, cortisol, norepinephrine and dopamine. In that constant flood, our baseline of attention goes from here to here. And this flooded state becomes our new normal. So our brains adapt to that. They optimize for high arousal to keep us functioning, even though we're in a threat state. This hyperarousal state presents as hyperactive ADHD. And if it goes on long enough, the hyperarousal state persists, even once the persistent trauma is gone. Conversely, other people who have to exist in a hyperarousal state have a paradoxical reaction to hyperarousal in which they become under aroused or hypoaroused. People who experience a significant amount of persistent trauma tend to present as having inattentive ADHD. Even with treatment and even after the persistent threat is gone, the inattentive ADHD presentation persists. Again, let me be very clear. Not all cases of ADHD are caused by trauma. Some people have such a strong genetic predisposition to ADHD that the mere stress of living life activates it. However, another portion of people who have subclinical traits of ADHD, if they had never experienced persistent trauma, it's likely that they would not have developed ADHD to a clinical level, which means they would have ADHD symptoms, but they wouldn't need therapeutic or medical intervention because those symptoms weren't that severe. And lastly, there's a final category of people who have little or no genetic predisposition. But because trauma disrupts the same brain structures involved in meaning-making, executive functioning, memory formation, and an understanding of ourself, which are also the same regions impacted by ADHD, people with severe trauma can look like they have ADHD and that in active trauma states, it's impossible to tell whether or not it's trauma or ADHD.",8435,237,89500,177,9,9,4
video,"If you have a child with ADHD, this one thing might actually be reinforcing the chaos in your house. ADHD kids require a different form of parenting. It's not an opinion. It's brain science. You have to parent based on their brain, not the parenting script you were handed down, not what works for other kids, and not what the older generations expect. And the first step is letting go of that fear of judgment when you start to do things differently. Because when your child refuses to put their shoes on, and you don't jump in with an immediate threat or consequence, someone out there is probably rolling their eyes. But here's the truth. The traditional, if you don't do this now, then we don't go to the park today, often makes ADHD worse. ADHD brains struggle with emotional regulation, with shifting attention, and sensory overload. A meltdown isn't just defiance, it's a brain overloaded. Threatening to miss the park won't fix the issue. It just adds more shame and dysregulation. ADHD kids need reminders and timers. They need movement or sensory breaks. And they need support regulating their nervous system. Because kids with ADHD function two years behind their neurotypical peers in emotional regulation and executive functioning. Sometimes the answer isn't a consequence. Sometimes it's a hug. Sometimes it's a movement break. Sometimes it's changing the environment. Your child might need to get up from the dinner table and walk around at a family dinner. And that can be okay. So let go of the judgment. Your child needs a different parenting strategy. Parent the child in front of you, not the expectation.",1384,50,27900,87,7,7,4
video,"Here are four reasons why punishment is not helpful to kids with ADHD and two alternative strategies that work much more effectively. The first reason that punishment is not effective is that using harsh punishment or threats is not a discipline plan. It's teaching your child to act out of fear and it's not giving them any of the skills that they're lacking that probably led to that behavior in the first place. The second reason is that kids with ADHD tend to be more sensitive to punishment, especially initially. And this can lead to them having really low self-confidence or low self-esteem, especially compared to kids who don't have ADHD. The third reason is that research shows that kids who are punished are more likely to develop oppositional defiant disorder and their ADHD symptoms are more severe. And the last reason, and this happens sometimes a little bit later, is kids become punishment adverse. And that just means that they are so tired of being told all the things that they're doing wrong and being punished over and over again, that they kind of just give up and just stop caring. So two alternates to that are to use incentives and to increase your child's accountability. And I will share information on those in the next videos.",33000,641,884700,78,6,6,4
video,"What are the hidden signs of ADHD in kids? I'm a child therapist, and these are five things that I see in my practice. Before I share these signs, it's also important to note these signs and symptoms need to be present for at least six months in a row. They need to be present in two or more settings, and they need to be causing significant consequences in their life. One is explosive or emotional outburst. They tend to struggle with tolerating frustration or being sensitive to rejection or criticism. Two, you feel like you need to yell just to get through to them or remind them about 50 times in order to get them to do something. This could be due to daydreaming, mind wandering, or zoning out. Three is what's called hyperfocus. People tend to think ADHD is a lack of attention, and part of that's true, but the other part is sometimes it's too much attention to where it's difficult getting them to focus on something else. Four, they have difficulty with transitions, especially if transitioning from a high-interest activity to a lower-interest activity. Bedtimes might be really difficult for you as well. They might have a sudden burst of energy or lay in bed with their mind constantly racing. Five, they're consistently inconsistent. ADHD has been shown to have dysfunction in several neurotransmitters, such as dopamine, which regulates motivation, and norepinephrine, which regulates alertness. So if these signs look like a child that you know, I'd like you to know that early detection is key. There's many effective treatment options out there, and it could help prevent a traumatic or adverse event. So I hope this helps. Thanks.",33800,906,1400000,114,9,6,3
video,"What would be natural for ADHD symptoms in a young child? In his book Stop Autism Now, Dr. Bruce Fyff also looks at attention deficit syndrome and hyperactivity. And in the first three chapters he looks at the cause. And in 90% of cases he discovered the cause was the childhood shock. Because they contain neurotoxins, aluminium and formaldehyde. Did you know that's in the childhood shock? And they're neurotoxins. Did you know that the Amish have about 1% attention deficit syndrome, hyperactivity, autism? And did you know that the Amish don't give their children the childhood shock? And did you know that none of their children get the childhood illnesses? The childhood illnesses were mostly wiped out because of Florence Nightingale. Increased hygiene, sanitation and nutrition. See in the mid-1800s all the sewage from London went into the Thames. And the people living in London drank their water. No wonder the Black Plague happened. No wonder infectious diseases were out of control. That's why it's important to know our history. So what can you do for attention deficit syndrome? So low-carb, high-fibre, generous protein, great fats and supplementing with coconut oil. Because the coconut oil member breaks down to ketones which are neuroprotectors, neurohealers. And he shows in there, he's got many stories of children who conquered it. Especially going off all sugar, all artificial flavours and calories. Also wheat. Wheat gets the blood sugar level up just about as high as refined sugar. 50% improvement just by those dietary changes.",219,4,7212,96,7,7,4
video,"Does your child with ADHD seem to annoy you on purpose? Like they want to get a rise out of you? There's a reason and it's not because they're bad. ADHD brains crave stimulation. When your child is bored or under challenged or even dysregulated, a negative reaction can give their brain a quick dopamine hit. It's not defiance, it's often a subconscious way to feel more alert or in control. This is not about manipulation or disrespect, it's about unmet needs. Kids with ADHD often struggle to say, I need attention or I'm feeling off. So they poke, they interrupt or they push your buttons instead. Instead of reacting with anger, try to respond with curiosity. Are they under stimulated? Are they seeking connection? Offer a task, a movement break or a playful challenge. You're not giving in, you're giving them what their brain actually needs to regulate. Share this with a parent who could use it and follow for more ADHD tips.",21100,455,895000,57,5,5,4
video,"Consequences don't work for neurodivergent kids. Actually, they do, just not the ones you're using. If you're parenting a neurodiverse kid, ADHD, autism, PDA, and you're finding that traditional consequences make things worse, not better, there is a nervous system reason for that. When you take away screens because your kid is having a meltdown because you said no to the Snickers at the grocery store line, your child's brain is not making the connection. Their nervous system is already in fight-flight mode when you're trying to make a connection. Learning happens inside of the prefrontal cortex, but your child is already in fight-flight mode, which means they're operating from the limbic system based on the brain. The part of the brain that is needed to learn from your consequence is literally offline when your child is dysregulated. So your consequence, especially if it's delivered in language, does not teach. It just creates more commotion and more dysregulation. I just had a family with a nine-year-old ADHD kiddo who was, she was having huge tantrums, meltdowns around homework, throwing the pencil, turning the chairs over. Instead of a consequence, she needed supports. She needed a regulation station with sensory supports. She needed assignments broken down into three to five minute chunks. She needed movement breaks in between those chunks. And she needed to know that her parents understood her perspective. So we layered the three yeses in there for them to help her feel felt. It's literally only been three weeks and homework completion has gone from 20% to like 85%. We did not use a single consequence. That's not to say that you should never use a consequence, but it is to say that the vast majority of your parenting supports should be positive. The only kinds of consequences that are going to be effective for your neurodiverse child are going to occur in the context of heavy positive supports, just like we did for me as family. Your child needs connection in order to regulate, followed by gentle empathic teaching when they are regulated. That may need practice. Drop a consequences one in the comments if you want my free guide on how to get this to work in your family.",58500,3470,906900,122,3,3,4
video,"We who have ADHD tend to be fiercely independent, fiercely independent, to the point of being oppositional and defiant. In children, we have a name for it, oppositional defiant disorder, ODD, unfortunate acronym. But it happens in us grownups too. We don't want to be told what to do, and we can be really silly about it. You go into the waiting room, the person says, have a seat. We say, no, I'll just stand here. I mean, we don't even accept suggestions that will comfort us. We are so independent. We so want to do it our way. And we often take it to the extreme and we say, I'd rather fail doing it my way than succeed with help. We are unbelievably independent. What you want to do is try to be smart about it. Yes, being independent can be a tremendous asset, but don't go to ridiculous extremes where you end up cutting off your nose to spite.",18600,392,223600,53,4,4,4
video,"Difficulty regulating emotions is a hallmark for kids with ADHD. And it has more to do than just managing and controlling your emotions. Really the part of it that goes kind of awry is that their response is often an inappropriate behavior or emotion. And so it ends up being something small can turn into overreaction or an overblown response to that situation. So maybe they can't find a piece to their Lego set and they just push the whole thing off the table. Or you tell them they have to wait 10 minutes for a snack and they start yelling and screaming that they hate you. So why does this happen in kids with ADHD? So if you think about the brain, inside, deep inside, is where the emotional regulation occurs. And the front part of the brain is where executive function skills are. Kind of like the CEO of the brain. And what we know is that kids with ADHD have an increased response in the emotional part of their brain. And a decreased response in the executive function part of the brain. So they're likely to be more triggered emotionally. And when that goes to the front part of the brain, it's not filtered and processed correctly and inhibited. So it leads to this extreme or overblown reaction. When our kids experience stress or anxiety, and we know they experience that a lot, it causes the thinking part of the brain to shut down. Which is why when you try to reason with your kid when that is happening, it's often an epic fail. And what happens instead is that emotional part of the brain kicks in the fight, flight, or freeze reflex. And in the fight mode, what you will often see is your child yelling, getting angry, or using physical aggression. And to top things off, the cherry on the ADHD Brain Sunday is that our kids also have more difficulty calming down or shifting their attention to something else when they're upset.",4874,166,112100,138,7,6,4
video,"First of all, I hate the name ADHD. I think it's stupid. ADHD is a neurodevelopmental condition, which stands for attention deficit hyperactivity disorder. I think ADHD at its base is a regulation issue. Yes, attention is part of it. Difficulty regulating attention, but also difficulty regulating motivation, difficulty regulating energy, difficulty regulating emotion. That's a huge one. Difficulty regulating sleep, difficulty regulating appetite. And anybody with ADHD has felt this. And if I'm speaking to you, these are things that you've probably experienced, too, because it's not as simple as, well, I don't you know, it's hard to stay on task today. It's OK. I am so overwhelmed. I've beaten myself up about this. And now I feel paralyzed with this guilt and shame and this overlay of this emotional component. And I think unless we really, really get on top of this and start looking at the emotional regulation part of ADHD, we're never going to fully encapsulate the full picture. I'm looking at our executive producer, Tracy, who I've worked with for 10 years. And I'm smiling at you, Tracy, because I canceled two days of taping last week because I found myself in this state where the word I was using is I am so overwhelmed right now. And I feel so flooded with emotion. I don't even feel like myself. I can't function right now. But I didn't think that was related to ADHD. And I think when you when you drill down and actually look at what regulation is, right, like for mood, right? If this is kind of normal baseline and this is down in the depths of depression and this is like so happy and elevated, right? People generally, they they have a normal ebb and flow that can happen situationally with ADHD. It can feel like ups and downs and ups and downs. And it's usually coupled with anxiety and productivity issues and all of this mashed together. Stopping and starting. Overwhelming. Yes. It's like you feel like a hurricane. You feel like a hurricane.",47000,860,427500,148,7,4,3
video,"Think you've got ADHD? Here are five common signs in untreated ADHD in adults. Number one, difficulty with focus and attention. You struggle to concentrate on tasks, stay engaged during conversations or meetings or organising your thoughts. You procrastinate a lot and find it challenging to complete projects or follow through on commitments. Number two, impulsivity and restlessness. You often interrupt others, act without thinking or engage in risky activities. Restlessness and an inability to sit still might be common. Leading to difficulties in relaxing or staying calm. Number three, disorganisation. You struggle with time management, frequently running late, missing deadlines or underestimating the time needed for certain tasks. You might have a disorganised workplace and experience forgetfulness relating to appointments, commitments or responsibilities. Number four, emotional dysregulation. You experience frequent mood swings, irritability and difficulty managing emotions. You also have a lower tolerance for frustration and you may overreact to minor setbacks. And number five, relationships and social challenges. You have difficulties with listening, impulsivity, forgetfulness and inconsistent follow through. You struggle maintaining friendships, managing conflict or sustaining long term intimate relationships. It's important to note that ADHD symptoms can vary from person to person. Seeking a professional evaluation and diagnosis is crucial if you suspect you may have ADHD. With appropriate treatment, including medication, therapy and lifestyle modifications, individuals with ADHD can experience significant improvements in managing their symptoms and enhancing their overall quality of life.",4610,127,176300,116,10,5,3
video,"Drinking caffeine with ADHD, is it a good idea? My name is Dr Alex George and I'm a youth mental health ambassador. I was also diagnosed last year with ADHD and I've been learning a lot about my condition. Now understandably people might be quite confused, why would someone with ADHD drink coffee that contains caffeine? Caffeine's a stimulant right? Why would someone with ADHD drink caffeine? Well, it's an interesting one. Let's start with the science. So ADHD is a dopamine deficit disorder. What that means is we don't have enough neurotransmitter dopamine in our brain. So what happens is that we go out and search for maybe risk-taking behaviour, things that give you that dopamine reward. So if you go out and eat a bar of chocolate or you do well on the exam or you win at a race, you get a release of dopamine in your brain. It makes you feel good. And if you don't have enough of that dopamine, you're constantly chasing it and trying to find ways to achieve that high. One of the medications called Ritalin works by boosting levels of dopamine in the brain. And therefore you're less in need of searching, if you like, for that dopamine, of going out and trying constantly to boost levels of dopamine and having that drop afterwards when either you don't achieve it or when you feel that lift and immediately get that drop afterwards. So the idea of Ritalin is essentially to kind of level a lot of that out. Now, interestingly, caffeine at a very lower level than Ritalin works in a very similar way. So it stimulates a similar part of the brain. So some people, not everyone, it depends on the kind of ADHD you have and also on the individual. But for a lot of people, including me, when I drink caffeine, I don't get that kind of buzz and that kind of like massive energy. I actually feel really calm and I probably consume a lot more caffeine than what other people could. And I don't feel jittery. So I'll always get up and have a cup of coffee in the morning. I'll have three or four a day, something like that, maybe, maybe more depending on how I'm feeling. But I've always found that caffeine made me feel relaxed. And it wasn't until I had the diagnosis of ADHD that I understood why. I thought, why do I feel so chilled on caffeine and other people feel like, oh, I get so much energy from it. And that is why. And I found out why. So, you know, see how it goes for you. If you have ADHD and caffeine is helpful, then, you know, utilize it. However, if you do find that you have an opposing effect and some people do and some people don't respond well to caffeine, then obviously avoid it or cut it down. An interesting bit of science, though, I think. Cheers.",190800,5047,2600000,144,6,5,3
video,"Alright, so these are five signs that you might just have ADHD. One, you know deep down in your own self that you are capable of absolutely anything if you commit your mind to it. But since you feel like you're capable of anything, it makes you feel like you have to do everything. And since you feel like you have to do everything, guess what you'll do? Nothing. Let me guess, your favorite type of movies are those with extreme plot twists and nobody could ever guess the endings because your brain, you can typically figure out the entire plot and how it ends in the first about ten minutes of the movie, which is why your favorite movies are either Interstellar and or Inception. Three, you have the ability to completely forget people even exist. I don't care how close they are to you, family, friends, it doesn't matter. It's not that you don't care about them or that you don't love them, it's just your brain is like a tab system. Like imagine a whole bunch of tabs up on a computer screen, their tabs still open, you still care about them, it's just buried underneath all the other tabs that took precedence because they were the last ones that you clicked on. And then let's see, what number was that? Three? Four. If somebody gives you a, I forgot what four was, give me a second. See I have it too. Four, if you guys were given an extreme complex tax that nobody in the office or job or life could figure out, you're like dude just give me an energy drink and see you in a couple hours, I got you covered. But go brush your teeth or take a shower, yeah nope, can't do that. And five? Yeah you're definitely playing with your hair right now, biting on your nails or the inside of your cheeks. And if you are, let me do that in the comments and just don't. Don't.",287,42,2099,79,5,5,4
video,"If you do these things you probably have ADHD or you're on the spectrum. Not sitting still. Just can't do it. Getting distracted very easily. You just have random bursts of energy all the time. Fucking.  Your brain never really switches off. It's always going. You love just making noise and annoying your family members. You just forget why you walked in the room. Why am I here? You can be in a really, really good mood and then all of a sudden, you just like, just go away. You know, just like you switch like that. You have really realistic dreams to the point where you wake up and you think, was that real? And you're not very good in social situations. You're kind of just there and you're like, what am I doing? I don't know what I'm doing here.",872200,22100,5700000,50,9,9,4
video,"Hey, so boys are three times more likely than girls to get a diagnosis of ADHD. Which means that boys are more likely to have ADHD than girls right? Wrong. See our research tells us that boys are much more likely to show externalizing forms of behavior like running around and acting impulsively. Whereas girls are more likely to show more internalizing forms of ADHD like inattention and daydreaming. Now the boys they have their own sets of issue like they're more likely to get in trouble with the law. But here's what makes it hard for the girls. If the place you go with your thoughts and feelings is inward instead of outward. Unfortunately this is one of the main formulas for all sorts of mental health issues like anxiety, depression, eating disorders. If expressing your thoughts and feelings outward is more likely to lead to a diagnosis of ADHD, then an ADHD diagnosis for girls is going to be missed more often. We have to adjust the way that we look at ADHD if we're going to get better at spotting it in our girls. I'm Dr. Brian, I specialize in ADHD and I have it myself. Like and follow this video for more tips and info like this. See you later.",416500,4274,1300000,55,6,2,2
video,"It does feel as if ADHD is everywhere. One reason for that is greater awareness. It's a condition that people are now much more conscious of, particularly in adults, but also in children and young people. So lots of celebrities and sports stars have disclosed their diagnosis and spoken about what it's like to live with ADHD. People like the swimmer, Michael Phelps, the gymnast, Simone Biles, or the actor Tom Holland. So I think the stigma that once perhaps was attached to ADHD has reduced a bit. And so many people are now talking about it. It has become a bit more normalised. And I think all of that has led in turn to a huge growth in people receiving a diagnosis as they recognise the symptoms and think, that could be me. So in March 2025, 20,000 people in England were referred for an assessment. That's up by more than 13% on the same period the year before.",10300,216,160800,54,5,3,3
video,"Hello. ADHD burnout just means you're a little bit tired right? Wrong! If I had a pound for every single time someone said, ""oh, just go and have a nap"". It's not fixed by a nap. It's not fixed by a holiday. It's not fixed by a big fat 12-hour sleep because burnout is not about sleep deprivation. It's about self-depletion. You're at capacity. You know, tiredness, it has a cure. You rest, you recover, you sleep, you come back to yourself. Burnout, it does not play by the rules. What a fucking surprise. It's not about energy or lack of energy. You are at capacity. It is your mind saying, hold up now. Enough. I can't do any more. Even if you did get 12 hours sleep, you would still wake up feeling like the colour had faded from your life. And it doesn't even matter. Nothing matters. That's the point. You could be offered a million pounds. You could be offered a free holiday. It's not going to make a morsel of difference. And the most annoying thing is that even the things you know work when you're not in a burnout but you're in a bit of a slump, you can't do them. They feel unreachable. Everything is effort. And the hardest thing to try to do is explain that to people because if someone hears the word burnout, which I don't think defines it correctly, they'll go, they just presume that you're burnt out. You know, you're a bit burnt out. You've had a hard time at work. They don't see that you're having a fucking cognitive collapse and your own brain has abandoned you. And that's where we get this, that's where we're perceived as lazy. And the only thing that will fix burnout, in my opinion, is prevention. Preventing the crash. But you've got to be careful because it's so fucking conniving because you could be on a hyperfocus and already on the way to burnout. But because you're on the hyperfocus, you don't realise it. You think you're doing God's work. You know, it really is just forgetting how to be human. If you know what that feels like, we ride in the afternoon because we are definitely not riding at dawn. We are not good in the morning. And if all of that is sounding very familiar, you know where to go. And I hope that helps. And if anyone has been there experiencing it sober and knowing what it actually is, wild. It's a dark, dark place. And it's definitely not just a little bit burnt out. Okay? It's not. And your feelings are valid. Trust me. Okay? I hope that helps. And good luck.",7856,242,110800,126,7,7,4
video,"Here are five ways that ADHD shows up in women and girls. Hi, my name is Claire. I'm an ADHD advocate. I was diagnosed at 30 years old with ADHD after a lifetime struggle of mental health issues. And my goal on this platform is to spread awareness about ADHD and break the stigma. Number one is going to be chronic overwhelm. Now, this sometimes does come across as anxiety or depression for women, especially growing up as a millennial. The vocabulary we had for mental health or disability was only anxiety, depression. We didn't understand that it was actually chronic overwhelm. And ADHD. It was very eye opening to understand that none of my anxiety medications were working because I was actually chronically overwhelmed and not anxious. Number two is going to be rejection sensitive dysphoria. RSD is extreme emotional sensitivity, especially to being criticized or feeling as if people don't like you. Often people with ADHD are told that they're overly sensitive. They're narcissistic. They make everything about themselves and they take everything too personally. This is not the case. We are just very, very sensitive human beings. And it's not our fault. This leads to number three, which is people pleasing. Because we are so afraid of disappointing people, especially family and friends, we often take on way too much. Because we are so emotionally sensitive and are so afraid of disappointing people and people not liking us, we just ask them what they want from us and we become that. resulting in us not really understanding who we are anymore and taking on way too much and becoming burnt out. Of course, then this leads to depression-like feelings. Number four is struggling with disordered eating, money, substances, drinking, gambling. Since we struggle so much with regulating our emotions, we also struggle with all of our executive functions. Struggling with executive function or executive dysfunction causes us to search for dopamine elsewhere and make bad decisions. Because we lack a lot of impulse control, this can come across as binge eating, overspending, over drinking, bad relationship choices. Anything where you're going to get that instant gratification and that dopamine hit, and then as soon as you get it, you're looking for more. Our personalities can be very, very addictive. Number five is probably one of the most devastating symptoms of having ADHD as a woman, and it is extremely low self-esteem. When you combine all of the symptoms I just spoke about, not feeling liked, symptoms of depression, symptoms of anxiety, chronic overwhelm, not knowing who you are as a human being because of all of your people pleasing and not having boundaries, a poor relationship with food and substances leading to body issues and eating disorders, not being able to achieve what others do so you have to try ten times as hard and still can't do it, and being chronically criticized by society for not being good enough when you have a disability that no one seemed to care about, or acknowledges it even exists. We end up hating ourselves and believe that our symptoms are character flaws. Part two.",134200,2240,1400000,180,10,10,4
video,"A diagnosis of ADHD from a private clinic is invalid. Or is it? Do you see the Panorama documentary where a journalist who doesn't have ADHD went to three private clinics and was diagnosed with ADHD at each one, highlighting certain issues at these clinics according to the Panorama documentary? What if you've had an ADHD diagnosis from a private clinic? Does that mean that's invalid? Do you feel invalidated by this? Let's talk about it. So a diagnosis of ADHD is made by a consultant psychiatrist and has a number of steps which need to be followed. I'll talk about this in a different video and my experience of being diagnosed. In this documentary, the documentary alleges that these clinics didn't follow this and came to a diagnosis that, according to the original psychiatrist who assessed this journalist, was incorrect, that this person did not in fact have ADHD. A definite plus point from this documentary is that it highlighted that we need to have standards that are met and are consistently practiced throughout the sector to make sure that people are given the correct diagnosis and that they are assured and know that if they go and seek support and maybe go to find out if they have something like ADHD, that they'll get the correct answer. A few things to bear in mind. Many private clinics are following the correct procedure, the one that I went to did, and many people are having the correct diagnosis. Also in this country, 80% of people with ADHD currently are undiagnosed. That's 2 million people in the UK. People are waiting up to five years to get a diagnosis. If you do think you have ADHD, don't let the doc stop you.",2048,337,66700,90,5,4,3
video,"You want to know how to completely fuck over someone who has ADHD? Ask them to do the exact thing that they were already about to do. Like, I'm standing in my kitchen, trash is overflowing, and I've finally built up enough momentum to do it. I'm going to do it. I'm about to take my trash out. My roommate goes, hey, man, you going to take that out? I'm like, fuck that. Not anymore, dude, because you just reached into my chest, and you ripped out every ounce of control that I had over my own life. And the worst part is I wanted to do it. I was two steps away. But now there's a wall between me and that trash can, and I physically cannot walk through it. It's like my brain was carrying this tiny little flame, and you completely blew it out, and now I've got to start the whole thing over. And I know that sounds insane, but this is genuinely just how things work for our brains if you have ADHD, and your momentum isn't yours. Somebody who thought that they were helping you can steal it from you in half a second, which is also why just get someone to hold you accountable, that backfires so hard on ADHD. It's like the second a thing becomes an obligation that somebody else handed to you, our brains reject it outright. We reject authority even to our own, and it's why the chore charts and the whiteboards, they never stick either. They all just assume that you're going to do a thing because you're supposed to do the thing. When our wiring needs it to feel like it was our idea, like we came up with it. I've tried a stupid amount of these ADHD apps, and most of them suck, but there is one that is actually built on behavior research around ADHD specifically. It's this app called MindFlow AI. Gamifies your life, hacks your brain into working, starting things. So the push comes from your side instead of somebody standing over you, making you do it. These past few weeks, I've been way more locked in than I usually am without having to fight myself to get there. So who in your life does this to you the most? Name them in the comments. Don't say their last name. Actually, don't name them. Just tell me who in the comments.",272,5,2144,85,4,4,4
video,"This is your reminder of your ADHD that you are not necessarily hyperactive. What you are is you can't regulate your dopamine. So that means that your dopamine spikes really, really high after something fun and you can't downshift. And it can also go very, very low. And this is why so many people with ADHD are prone to addiction, either in the forms of stimulants or even alcohol. Alcohol is a depressant. So when I'm on Adderall, which I'm not, I haven't been for a year. But when I am on Adderall, when the Adderall comes off or is wearing down, I never have a stronger desire than to drink in the afternoons because I want to suppress. So there are natural, healthy ways to regulate dopamine, but you have to learn that you're not like everybody else. So for me personally, I didn't drink until I was of age. And I'm very thankful for that. My first drink of alcohol was legal. I'm very happy and glad and thankful I didn't grow up in a house of alcohol. The reason being is I had to learn from an early age if I wanted to downshift my dopamine, if it had gone too high, that I have to get into dark spaces or spaces with water or particularly baths. So I take one to two hour baths every single night when I'm not medicated. And that's because I need that ability to downshift. This morning my dopamine was low and I was like Googling, can I take an Adderall? Because, but I'm still breastfeeding, so no. And the easiest way to get dopamine when you need to shift up is to work out. So I went on a really long walk this morning at 4.30 in the morning. So that I can continue to breastfeed this little guy. So there are really great ways that you can learn how to regulate your dopamine. And the thing about it is people think that that means just dopamine goes really, really high or really, really low. And you just have to figure out the things you do. So for me, having a hot tub is not like a luxury. It's actually a necessity for me to downshift if I'm not going to be drinking. If I need that depressant, I get in hot water. And if I need to up my dopamine, I need to work out. So there is reasons that like so many Olympians are ADHD. They literally are addicted to the workout. So I woke up feeling horrible, feeling angry, feeling depressed. And after a 30-minute walk, I'm on top of the world again. So you just have to learn how much of your thoughts and emotions aren't necessarily linked to reality sometimes. But they are linked to your dopamine deficiency, in my case this morning. And take baths.",6063,188,68100,174,6,5,3
video,"If you think ADHD can only be treated with medication, you're missing over half of the solution. Here are five natural science back ways to improve ADHD that I use with my patients every single day. The ADHD brain is incredibly sensitive to blood sugar swings. Start the day with 20 to 30 grams of protein, eggs, Greek yogurt, a protein shake, cut back on dyes, ultra processed snacks and sugar crashes. A stable brain is a focused brain. Exercise is basically nature's stimulant medication. Aim for high intensity intervals a few times a week, cerebellar sports like tennis, basketball or pickleball. And daily sunlight walks to regulate dopamine and circadian rhythm. Not all supplements work, but the right ones can help. Omega-3 is especially EPA heavy, zinc and magnesium, saffron and paroxanthine if caffeine is too jittery, like peak energy by BrainMD. Coaching improves structure, routines, time awareness and emotional regulation. It's one of the highest return on investment tools I've seen for teens and adults. And neurofeedback helps train the brain to shift out of distraction mode. It's not a cure, but research shows improvements in focus, persistence and sleep. Medication can help, but these natural strategies make everything work better. Which one are you going to start working on today?",3284,42,96400,74,10,9,4
video,"Adaptogenic mushrooms with ashwagandha are doing something stimulants can't. Calming ADHD chaos without stealing your spark. This isn't sedation. It's regulation. And the science of why this works is game-changing for hyperactive brains that still need to function. Your ADHD brain is constantly in sympathetic overdrive. Fight or flight all day. Stimulants help focus, but often increase anxiety. Sedatives calm, but destroy executive function. You need something that reduces chaos without reducing capability. Enter Adaptogens. Lion's Mane increases BDNF, brain-derived neurotropic factor, literally growing new connections for better focus. Reishi modulates GABA without sedation. Cordyceps improves cellular energy without stimulation. You're not speeding up or slowing down. You're optimizing. Ashwagandha specifically lowers cortisol, which ADHD brains overproduce. High cortisol blocks dopamine receptors. That's why stress makes ADHD worse. By lowering cortisol, ashwagandha lets your existing dopamine work better. You're not adding stimulation. You're removing blocks. I'm leaving a link to an amazing mushroom gummy that has a blend of all these Adaptogens right here. Click the orange cart to purchase. That calm focus you feel isn't numbing your ADHD. It's removing the static so your brain can actually work. You're still you, just without the unnecessary chaos.",2038,72,105600,103,5,5,4
video,"Top 3 Adaptogens for ADHD as a naturopathic doctor Number 1 is Panex Genseng, also known as American Genseng Panex Genseng has been shown to boost dopamine as well as norepinephrine, two neurotransmitters that are critical for attention and focus Panex Genseng has also been shown to improve cognitive performance as well as working memory Number 2 is Ashwagandha Ashwagandha can help to lower cortisol levels, which can reduce nervous system hyperactivity Ashwagandha can work very well in individuals with ADHD and especially in those that also suffer from anxiety And number 3 is Bacopa Monnieri This adaptogenic herb helps to boost acetylcholine, which is a neurotransmitter that helps with memory as well as attention It also has antioxidant properties that can help to protect neurons against oxidative stress For the supplement that I recommend that contains all three of these, comment ADHD below and I'll send you the link",1755,323,54200,56,8,8,4
