condition,row_index,true_label,prediction,title,transcript,total_claims,false_claims,signed_error,absolute_error,error_direction
A_LOGISTIC_REGRESSION,219,3,4,weird and specific adhd audhd symptoms #adhd #audhd #adhdsymptoms #adhdinwomen #adhdinadults,"You're going to find this creepy and uncomfortable, but here are some eerily specific things that are true about you if you have ADHD or ah DHD. You know that it's not really normal to have to have some sort of noise to fall asleep, like music playing, white noise, the TV on. But I'm guessing your nighttime routine consists of needing some sort of noise like this. And watching all the shapes behind your eyelids move around and do stuff, which by the way, many people actually don't see, but you do. Speaking of sleep, you sleep like this. You also enjoy sleeping with your hand on your face sometimes, or your hands otherwise secured in other weird places, like in your pockets if you have them. You feel a certain type of panicked rage at the way your clothes feel often. The two things that trigger you like no other are decisions and waiting. Often flood your sinks. And decisions, why does anyone ask us to make them? I bet you somewhere in your house, probably in your vicinity, your cabinets or drawers are open. You're in a lot of credit card debt from all your impulsive purchases. One of the main things you buy are new clothes, but you often never wear them because again, sensory issues. We like to resort to the same things that we know feel good.",8,4,1,1,overestimates_severity
A_LOGISTIC_REGRESSION,224,2,1,Double Trouble: Untreated ADHD Symptoms and their Effect on Depression #adhd #psychnp #psychiatry,in individuals with both depression and ADHD untreated ADHD symptoms May a exacerbate depressive symptoms B mask the severity of depression C increase the risk of substance abuse or D all of the above answer d,3,1,-1,1,underestimates_severity
A_LOGISTIC_REGRESSION,229,2,1,POV: How hormones affect ADHD symptoms,"Ever wonder why your ADHD symptoms change throughout the month? It could be your hormones. When estrogen's up, dopamine's up. Suddenly, I am the queen of productivity. Thank you. Hyperfocus. Confidence level 100 to zero real quick. Why am I suddenly overthinking every single thing? When estrogen crashes, I guess my brain does, too. Progesterone's high, and so is the urge to procrastinate. Everything feels harder to get done. Shout out to my hormones for constantly switching up my ADHD symptoms and making my emotions heightened even more.",5,2,-1,1,underestimates_severity
A_LOGISTIC_REGRESSION,236,3,1,Does my Child have ADHD? | Child ADHD Test,ladhd test ADHD in children is a neurodevelopmental disorder characterized by difficulties with attention hyperactivity and impulsivity which can affect their daily functioning and behavior answer these five simple questions to find out if your child may have ADHD does your child often have difficulty paying attention to details and making careless mistakes does your child frequently have trouble staying focused on tasks does your child frequently seem forgetful or easily distracted does your child frequently display excessive levels of energy does your child often struggle with following instructions organizing tasks or completing assignments if you answered yes to three or more questions your child may have ADHD get comprehensive child ADHD test available in the comments section,2,1,-2,2,underestimates_severity
A_LOGISTIC_REGRESSION,241,2,1,Autistic/ADHD Burnout Signs #autism #adhd,"A common consequence for late diagnosed autistic and ADHD people is neurode divergent burnout. This is when the demands of life and the lack of support catch up with our body and our brains. However, it's possible to be in burnout and not necessarily realize you're in burnout. You might think that you are experiencing, say, depression or a physical illness. So, I'm going to share some of the common signs of autistic and ADHD burnout so that if you notice any of those signs, you know kind of what direction to look in for support. Constant exhaustion even after you've rested. Headaches. Body aches. Increased sensory sensitivities which might make us feel like we can't leave the house without becoming overwhelmed. Brain fog. Forgetfulness. Losing your words mid-sentence. Finding tasks that you could previously easily do. Impossible. Anxiety. Irritability. Even less tolerance for change. Withdrawing from social contact or no longer finding the things that used to give you joy enjoyable. More frequent meltdowns. More frequent shutdowns. more frequent sensory overloads. Burnout isn't a personal failure. It's a sign that the load has been too heavy for too long. And also, when you're in burnout, it can feel like maybe you're just permanently going to be like this. So, don't panic. You can recover from it and you can build a life that works for you and is less likely to lead to burnout.",4,1,-1,1,underestimates_severity
A_RIDGE,3,2,1,7 signs you might have ADHD with @TheFitnessMarshall #adhd #adhdtiktok #fitnessmarshall,hey everybody today we're going to talk about the seven signs you might have ADHD and I've invited my good friend the Fitness Marshall along to share some of his tips now the first impulsivity and the second is poor time management skills can't do it can't do it it's hard to manage hard to keep things in line hard to do things even in order sometimes order we don't know her three we can be seen as selfish because we're really just trying to stay interested it's not you it's us your brain's trying to get that dopamine that sweet sweet dopamine I need a hit sign number four is our executive functioning can suffer meaning it's hard for us to juggle a lot of things sign number five is difficulty motivating you have to do it it's just the way your brain's wired motivation sign number six is that we struggle to put things away where they belong usually we'll actually get them in the proximity but not where they belong in sign number seven as we drive fast everywhere we go gotta get there but also we're late for dinner so like I have a recent dry fast that's true we gotta go bye bye,7,2,-1,1,underestimates_severity
A_RIDGE,24,3,2,3 Underrated symptoms of #ADHD,i'm a psychiatrist let's talk about three underrated symptoms of adhd the first is time management problems some people with adhd have what we refer to as time blindness which just means that it's very difficult for them to tell how much time has passed or how much time they might need to complete a certain task even if it's a task that they do often this can result in frequently being late or even way too early to things they may also put tasks off thinking that they may be able to complete them faster than they actually can underrated symptom of adhd number two is rejection sensitive dysphoria rejection sensitive dysphoria refers to the fact that the nervous system of someone with adhd is highly attuned to any source of rejection or criticism it can become almost physically painful an underrated symptom number three difficulty with managing overeating and binge eating,3,2,-1,1,underestimates_severity
A_RIDGE,26,1,4,How to Diagnose ADHD,"[music] Finally, a scan that can detect ADHD. No, that's not a thing. Let's talk about why. Hi, I'm Dr. Mona. I make sense of all things child development, parenting, and health. So, if you're not already following, click that follow button. Now, I get it. When you're concerned about your child's development, or behavior, the idea of one quick test that gives you answers sounds amazing. But ADHD isn't something a machine can pick up. If there were, mainstream medicine would have incorporated it into practice. And especially as a DO or osteopathic physician, I'm always curious about the mind body connection. But ADHD is a neurodedevelopmental condition, not stress stuck in the nervous system. The brain is wired a little differently, especially in the areas that control attention, activity level, and impulse control. And here's something every parent should know. Most experts don't diagnose ADHD before age four. And that child in the video definitely looks under four. Why? Because toddlers are still developing. It's neurotypical at 2 or 3 years old to be distractable, impulsive, and full of energy. That's development, not ADHD. So, when you see someone offering a neurological insight scan to find the real cause of ADHD behaviors, here's what that really is. These scans measure things like muscle tension, skin temperature, and heart rate patterns. None of that can tell you anything about ADHD, attention, or brain wiring. They look fancy and medical, but they don't diagnose anything. And if your active child is running around, which many are, it can pick up stress that is typical for an active kid. Think of them as a stress snapshot, not a map of your child's wiring or their brain. And worse, they're often marketed to worried parents. Parents who just want answers when no legitimate medical organization recognizes these scans as diagnostic for anything. Here's what we actually know about ADHD. ADHD often runs in families. It shows up in more than one setting, at home, school, or social situations. Diagnosis is based on history and patterns and not machines or marketing. So, when you see a colorful scan claiming to find the root cause of ADHD, take it as a red flag. What your child needs isn't a gimmick. It's understanding, patience, and an evaluation by people who actually study child development. ADHD isn't about broken wiring. It's about different wiring. And when kids get the right support, they can thrive.",9,0,3,3,overestimates_severity
A_RIDGE,43,1,3,Is ADHD a Real Problem? What Makes It a Disorder?,so what makes attention deficit hyperactivity a disorder is that it is causing disorder that it is impairing you there are 18 symptoms on the checklist the official checklist as well as some other criteria like the symptoms should have been present even in childhood but that list of symptoms apply to everybody forgetful lose things can't keep track of things uh interrupt sometimes all of those different things happen to everybody now and then but if they're constant then it might be ADHD so it's easy to look at the list and think well everybody has these symptoms yeah at one time or another but is it impairing no it's not impairing me well maybe you're too close to it maybe you don't notice the difference that other people around you loved ones might notice you might want to check in with them is this something I do a lot and is it a problem,5,0,2,2,overestimates_severity
A_RIDGE,46,2,3,"ADHD isn’t a Superpower, it’s a real struggle.",this may be controversial but I'm going to say it anyway I really don't like when people say ADHD is a superpower I get it they probably have good intentions they're trying to highlight creativity high energy or thinking outside the box but let's be real having ADHD is a very serious struggle for many people it's debilitating someone with ADHD might start dozens of projects and not finish a single one because the excitement of starting is exhilarating but the follow through feels unbearable they struggle to focus when it matters most leading to missed deadlines forgotten appointments and constant frustration ADHD can make it harder to keep jobs maintain relationships or even do basic daily tasks impulsivity can lead to Reckless spending risky decisions and higher rates of car accidents the emotional toll overwhelm burnout and feeling like no matter how hard they drive they're always falling behind and when a neurotypical person calls it a superpower itat creates a false expectation it makes people with ADHD feel like if they're struggling it's their fault like they just aren't using their powers correctly that's not how it works yes some people learn to work with ADHD but that doesn't erase the daily struggles it's not some hidden gift waiting to be unlocked it's a real challenge that requires real support saying otherwise doesn't help it just makes people blame themselves for something that was never their fault,7,2,1,1,overestimates_severity
A_RIDGE,58,3,2,Fake ADHD versus real ADHD #adhd #adhdbrain #adhdselfimprovement,"Let's talk about fake ADHD because what most people call fake is actually misunderstood ADHD. I'm Saskia, licensed therapist, ADHD mentor, here to help you heal and understand yourself. ADHD doesn't look the same in everyone. Surprise, surprise. Some people are the classic can't sit still, blurting things out type. Others are quiet, anxious, perfectionistic, masking so hard they look functional on the outside, but they're falling apart on the inside. People think it's fake because they only recognize one version of ADHD. Usually the hyper little boy stereotype, but ADHD in adults, trauma survivors, often hides behind burnout, forgetfulness, emotional overwhelm, and executive dysfunction. So, no, it's not about people faking ADHD for attention or medication. It's about an entire culture finally noticing how ADHD can look different, especially in people who were missed, dismissed, or misdiagnosed for years. Validation isn't overdiagnosing, it's catching up.",4,3,-1,1,underestimates_severity
A_RIDGE,61,1,2,The REAL Reason Generic ADHD Strategies May Not Work For You,"Hey there. Treatment for ADHD is not one sizefits-all. That's why it can often be very frustrating when you see videos and articles and whatever else you see and you get quick tips and you think, ""Oh, I've tried this. It doesn't work."" Or, ""Oh, that's not never going to work. That person has no idea what they're talking about."" I imagine if you've you have ADHD and you've spent a lot of time trying to do different things and have gotten frustrated and felt like nothing's working, those thoughts might have popped into your head. But but here's the thing. One size does not fit all with how you approach it. It's and it's not just about the strategies. The strategies often help a lot and are a big part of it, but it's also about finding the ones that are the right fit for you and also often times when needed working with someone to actually help you to implement them and just to learn a different process to be able to approach it. So next time you're getting frustrated thinking nothing works, you know, I can't do this. Why should I even try or why should I listen to anyone that has all these strategies? Take a step back and really think about what can I do differently? The mindset itself can really help you to keep pushing forward in a positive way. But also, if something's not working, if you keep doing the same thing over and over again, it's not you're probably not going to get better. But if you take a step back, really evaluate what could work, what what could I try doing, how could I approach it differently, and not have it be just about the strategy, but about the approach of actually how you implement the strategy, that can sometimes make a big difference. So, I hope this is helpful in getting you think a little bit more about an individualized approach to ADHD treatment. [Music]",4,0,1,1,overestimates_severity
